Bytes;L1 Misses;L2 Misses;L3 Misses;Total Instructions;RAM Accesses p/ Instruction;Time (s);FLOP;GFLOPS;Operational Intensity;
6400;0;0;0;0;-nan;0.000091;128000;1.406593;inf
6400;0;0;0;0;-nan;0.000089;128000;1.438202;inf
6400;0;0;0;0;-nan;0.000089;128000;1.438202;inf
6400;0;0;0;0;-nan;0.000090;128000;1.422222;inf
6400;0;0;0;0;-nan;0.000090;128000;1.422222;inf
6400;0;0;0;0;-nan;0.000093;128000;1.376344;inf
6400;0;0;0;0;-nan;0.000090;128000;1.422222;inf
6400;0;0;0;0;-nan;0.000090;128000;1.422222;inf

57600;0;0;0;0;-nan;0.002878;3456000;1.200834;inf
57600;0;0;0;0;-nan;0.002872;3456000;1.203343;inf
57600;0;0;0;0;-nan;0.002846;3456000;1.214336;inf
57600;0;0;0;0;-nan;0.002751;3456000;1.256270;inf
57600;0;0;0;0;-nan;0.001910;3456000;1.809424;inf
57600;0;0;0;0;-nan;0.001979;3456000;1.746337;inf
57600;0;0;0;0;-nan;0.001912;3456000;1.807531;inf
57600;0;0;0;0;-nan;0.001934;3456000;1.786970;inf

1440000;0;0;0;0;-nan;0.288903;432000000;1.495312;inf
1440000;0;0;0;0;-nan;0.289781;432000000;1.490781;inf
1440000;0;0;0;0;-nan;0.289288;432000000;1.493322;inf
1440000;0;0;0;0;-nan;0.292034;432000000;1.479280;inf
1440000;0;0;0;0;-nan;0.289103;432000000;1.494277;inf
1440000;0;0;0;0;-nan;0.290299;432000000;1.488121;inf
1440000;0;0;0;0;-nan;0.290152;432000000;1.488875;inf
1440000;0;0;0;0;-nan;0.289269;432000000;1.493420;inf

4000000;0;0;0;0;-nan;1.367619;2000000000;1.462396;inf
4000000;0;0;0;0;-nan;1.370595;2000000000;1.459220;inf
4000000;0;0;0;0;-nan;1.384973;2000000000;1.444071;inf
4000000;0;0;0;0;-nan;1.382612;2000000000;1.446537;inf
4000000;0;0;0;0;-nan;1.371008;2000000000;1.458781;inf
4000000;0;0;0;0;-nan;1.386652;2000000000;1.442323;inf
4000000;0;0;0;0;-nan;1.384697;2000000000;1.444359;inf
4000000;0;0;0;0;-nan;1.370890;2000000000;1.458906;inf

